Model,DPO2004B,,,
Firmware Version,1.56,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.0002,,,
Sample Interval,1.60E-08,,,
Filter Frequency,7.00E+07,,,
Record Length,125000,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.2,,0.02,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-1.97E-04,0.004,0.012,0.0036,0.0068
-1.97E-04,0.004,0.004,0.0028,-0.0012
-1.97E-04,0.004,0.012,0.0004,0.0084
-1.96E-04,-0.004,0.004,0.0052,-0.002
-1.96E-04,0.004,0.012,0.0068,0.0052
-1.96E-04,0.004,-0.004,-0.002,-0.002
-1.96E-04,-0.004,0.012,-0.0044,0.0116
-1.96E-04,0.004,-0.004,0.0036,-0.0044
-1.96E-04,0.004,0.012,-0.0108,0.0084
-1.96E-04,0.004,-0.004,-0.0012,-0.0132
-1.96E-04,0.012,0.012,-0.0044,0.0132
-1.96E-04,0.004,-0.004,0.0028,-0.0076
-1.96E-04,-0.004,0.012,0.01,0.0148
-1.96E-04,0.004,-0.004,0.0116,-0.0116
-1.96E-04,0.004,0.012,0.0028,0.0156
-1.96E-04,0.012,-0.004,-0.0004,-0.0036
-1.96E-04,0.012,0.012,0.002,0.0116
-1.96E-04,0.012,-0.004,0.0004,-0.0012
-1.96E-04,-0.004,0.012,0.0012,0.01
-1.96E-04,0.004,-0.012,0.0028,-0.002
-1.96E-04,-0.004,0.012,-0.0004,0.0068
-1.96E-04,0.004,-0.004,0.0084,-0.006
-1.96E-04,0.004,0.012,0.0068,0.0052
-1.96E-04,0.004,-0.004,0.0012,-0.0052
-1.96E-04,-0.004,0.012,0.0004,0.0084
-1.96E-04,0.004,-0.004,0.006,-0.002
-1.96E-04,0.004,0.012,0.0004,0.0052
-1.96E-04,0.004,-0.004,-0.0012,-0.0044
-1.96E-04,0.004,0.012,-0.0004,0.006
-1.96E-04,-0.004,-0.004,-0.0028,-0.0036
-1.96E-04,0.004,0.012,0.0044,0.0036
-1.96E-04,0.004,-0.004,0.0036,-0.0036
-1.96E-04,-0.004,0.004,-0.0044,0.0044
-1.96E-04,-0.004,-0.004,-0.002,-0.0084
-1.96E-04,-0.004,0.004,-0.0012,0.0052
-1.96E-04,-0.004,-0.004,-0.0004,-0.006
-1.96E-04,-0.004,0.004,-0.006,0.0028
-1.96E-04,-0.004,-0.004,-0.0028,-0.006
-1.96E-04,-0.004,0.012,-0.0004,0.0068
-1.96E-04,0.004,-0.004,0.0012,-0.0076
-1.96E-04,0.004,0.004,0.0004,0.0044
-1.96E-04,-0.004,-0.004,-0.0068,-0.0052
-1.96E-04,0.004,0.004,0.0052,0.0036
-1.96E-04,0.004,-0.012,0.0132,-0.0076
-1.96E-04,-0.004,0.012,-0.0092,0.006
-1.96E-04,-0.012,-0.012,-0.0172,-0.0156
-1.96E-04,0.004,0.012,-0.006,0.014
-1.96E-04,-0.004,-0.012,0.0132,-0.0172
-1.96E-04,0.004,0.02,0.0092,0.014
-1.96E-04,-0.004,-0.004,0.0036,-0.0148
-1.96E-04,-0.004,0.012,-0.0028,0.0156
-1.96E-04,0.004,-0.004,-0.002,-0.0124
-1.96E-04,0.004,0.012,0.01,0.0092
-1.96E-04,0.004,-0.004,0.002,-0.0076
-1.96E-04,-0.004,0.012,-0.0012,0.01
-1.96E-04,-0.004,-0.004,-0.0012,-0.0068
-1.96E-04,-0.004,0.012,0.0028,0.0084
-1.96E-04,0.004,-0.004,0.0052,-0.0036
-1.96E-04,-0.004,0.012,0.0004,0.0084
-1.96E-04,-0.004,-0.004,0.0004,-0.002
-1.96E-04,0.004,0.02,0.0028,0.01
-1.96E-04,0.004,-0.004,0.0076,-0.0004
-1.96E-04,-0.004,0.012,0.0028,0.0068
-1.96E-04,-0.004,-0.004,-0.0012,-0.0012
-1.96E-04,-0.004,0.012,0.002,0.0084
-1.96E-04,-0.004,-0.004,0.0044,-0.0052
-1.95E-04,0.004,0.012,0.0068,0.0108
-1.95E-04,0.012,-0.004,0.0004,0.0004
-1.95E-04,0.004,0.02,0.0052,0.01
-1.95E-04,0.004,-0.004,0.0084,-0.002
-1.95E-04,0.004,0.02,0.0052,0.0092
-1.95E-04,0.004,-0.004,0.0004,-0.0012
-1.95E-04,-0.004,0.012,-0.0012,0.0084
-1.95E-04,0.004,-0.004,0.002,-0.0012
-1.95E-04,0.004,0.012,0.0076,0.006
-1.95E-04,0.004,-0.004,0.0028,-0.006
-1.95E-04,-0.004,0.012,0.0004,0.0116
-1.95E-04,0.004,-0.004,0.0004,-0.002
-1.95E-04,-0.004,0.004,0.0092,0.006
-1.95E-04,-0.004,-0.004,-0.0012,-0.0028
-1.95E-04,0.004,0.012,-0.002,0.0092
-1.95E-04,0.004,-0.004,0.0004,-0.0036
-1.95E-04,0.004,0.012,0.0028,0.006
-1.95E-04,-0.004,-0.004,0.0028,-0.002
-1.95E-04,-0.004,0.004,-0.0004,0.0028
-1.95E-04,-0.004,-0.004,-0.0068,-0.0092
-1.95E-04,-0.004,0.012,-0.002,0.006
-1.95E-04,0.004,-0.004,0.002,-0.0076
-1.95E-04,-0.004,0.004,-0.0052,0.0076
-1.95E-04,0.004,-0.004,-0.006,-0.0092
-1.95E-04,0.004,0.004,-0.0052,0.0044
-1.95E-04,-0.004,-0.004,-0.002,-0.0076
-1.95E-04,-0.004,0.004,0.0028,0.0092
-1.95E-04,-0.004,-0.004,0.0004,-0.0084
-1.95E-04,0.004,0.012,-0.002,0.0036
-1.95E-04,0.004,-0.012,0.014,-0.0148
-1.95E-04,0.004,0.004,0.0108,0.0076
-1.95E-04,0.004,-0.004,0.002,-0.0188
-1.95E-04,-0.004,0.012,-0.0076,0.0148
-1.95E-04,0.004,-0.012,0.002,-0.0124
-1.95E-04,-0.004,0.004,-0.0012,0.01
-1.95E-04,-0.012,-0.012,-0.0012,-0.01
-1.95E-04,-0.004,0.012,0.0004,0.0044
-1.95E-04,-0.004,-0.012,0.002,-0.0044
-1.95E-04,0.004,0.012,0.0052,0.0028
-1.95E-04,0.004,-0.004,0.0036,-0.0036
-1.95E-04,-0.004,0.012,-0.0044,0.0052
-1.95E-04,-0.004,-0.004,-0.0028,-0.0084
-1.95E-04,0.004,0.012,0.002,0.0076
-1.95E-04,-0.004,-0.004,0.0036,-0.006
-1.95E-04,-0.004,0.012,-0.002,0.0052
-1.95E-04,0.004,-0.004,0.0004,-0.0036
-1.95E-04,0.004,0.012,0.0044,0.0092
-1.95E-04,0.004,-0.004,0.0028,-0.0036
-1.95E-04,0.004,0.012,0.0012,0.0068
-1.95E-04,-0.004,-0.004,-0.0028,-0.0004
-1.95E-04,0.004,0.012,0.0012,0.0052
-1.95E-04,0.004,-0.004,0.0052,-0.0052
-1.95E-04,0.004,0.012,0.0052,0.0084
-1.95E-04,0.004,-0.004,0.0028,-0.002
-1.95E-04,0.012,0.012,0.0012,0.0084
-1.95E-04,0.004,-0.004,0.0076,-0.0004
-1.95E-04,0.004,0.012,0.006,0.0068
-1.95E-04,0.004,-0.004,0.0028,-0.0012
-1.95E-04,0.004,0.012,0.002,0.0116
-1.95E-04,0.004,-0.004,0.0028,0.0012
-1.95E-04,0.012,0.012,0.01,0.0068
-1.95E-04,-0.004,-0.004,0.0068,-0.0044
-1.94E-04,0.004,0.012,0.0052,0.01
-1.94E-04,0.004,-0.004,0.0068,-0.0012
-1.94E-04,0.004,0.012,0.0076,0.0124
-1.94E-04,-0.004,0.004,0.01,-0.0004
-1.94E-04,0.004,0.012,0.0012,0.0084
-1.94E-04,0.004,-0.004,0.0012,-0.0052
-1.94E-04,0.004,0.012,0.0036,0.0164
-1.94E-04,0.004,-0.004,0.0028,-0.0012
-1.94E-04,-0.004,0.012,0.0044,0.0076
-1.94E-04,0.004,-0.004,0.002,0.0004
-1.94E-04,0.004,0.012,-0.0004,0.0068
-1.94E-04,0.004,-0.004,0.0044,-0.0028
-1.94E-04,0.004,0.012,0.0012,0.0068
-1.94E-04,0.012,-0.004,-0.002,-0.0012
-1.94E-04,0.004,0.012,-0.0036,0.0068
-1.94E-04,0.004,-0.004,0.0052,-0.0044
-1.94E-04,0.004,0.012,0.002,0.0108
-1.94E-04,0.004,-0.004,0.0004,-0.002
-1.94E-04,0.004,0.012,0.0004,0.006
-1.94E-04,0.012,-0.004,-0.0052,-0.0012
-1.94E-04,0.004,0.012,0.0052,0.0036
-1.94E-04,0.004,-0.012,0.0052,-0.006
-1.94E-04,0.012,0.012,-0.0004,0.006
-1.94E-04,0.004,-0.004,-0.0004,-0.0052
-1.94E-04,-0.004,0.012,0.0068,0.0068
-1.94E-04,-0.004,-0.004,0.002,-0.0036
-1.94E-04,-0.004,0.02,-0.002,0.0068
-1.94E-04,-0.004,-0.004,0.0004,-0.0044
-1.94E-04,0.004,0.012,0.0028,0.0068
-1.94E-04,-0.004,-0.004,0.0052,-0.002
-1.94E-04,0.004,0.004,0.0036,0.0028
-1.94E-04,0.004,-0.004,-0.006,-0.0092
-1.94E-04,-0.004,0.012,-0.0012,0.0052
-1.94E-04,0.004,-0.004,0.0012,-0.0068
-1.94E-04,0.004,0.004,-0.0012,0.0044
-1.94E-04,0.004,-0.012,-0.0044,-0.0012
-1.94E-04,0.012,0.004,0.002,0.002
-1.94E-04,0.004,-0.004,0.0036,-0.0052
-1.94E-04,-0.004,0.012,0.0012,0.0076
-1.94E-04,0.004,-0.004,-0.0004,-0.0052
-1.94E-04,0.004,0.012,-0.01,0.006
-1.94E-04,0.004,-0.004,0.002,-0.01
-1.94E-04,0.004,0.012,0.0028,0.0052
-1.94E-04,0.004,-0.004,-0.002,-0.0108
-1.94E-04,0.004,0.012,0.0012,0.0068
-1.94E-04,0.004,-0.004,0.0036,-0.0044
-1.94E-04,-0.004,0.004,0.0028,0.0044
-1.94E-04,0.004,-0.004,0.0044,-0.0084
-1.94E-04,0.004,0.012,0.0068,0.0108
-1.94E-04,-0.004,-0.004,0.0092,-0.0076
-1.94E-04,-0.004,0.004,0.0108,0.0068
-1.94E-04,0.004,-0.004,0.0092,-0.0164
-1.94E-04,-0.004,0.004,-0.0044,0.014
-1.94E-04,-0.004,-0.004,-0.0092,-0.0124
-1.94E-04,-0.004,0.012,-0.0012,0.0172
-1.94E-04,-0.004,-0.004,0.0036,-0.0156
-1.94E-04,0.012,0.012,0.006,0.0164
-1.94E-04,0.012,-0.004,0.002,-0.0028
-1.94E-04,0.012,0.012,0.0044,0.0084
-1.94E-04,0.004,-0.012,0.0028,-0.0004
-1.94E-04,0.004,0.02,0.0012,0.0052
-1.94E-04,-0.004,-0.004,0.0012,0.0012
-1.94E-04,0.012,0.012,0.0004,0.006
-1.93E-04,0.004,-0.004,0.0044,-0.0036
-1.93E-04,0.004,0.012,0.006,0.0084
-1.93E-04,0.004,-0.004,0.0036,-0.0036
-1.93E-04,0.012,0.012,0.0012,0.0092
-1.93E-04,-0.004,-0.004,0.006,0.0004
-1.93E-04,0.004,0.012,0.0092,0.006
-1.93E-04,0.004,-0.004,0.0036,-0.0004
-1.93E-04,0.004,0.012,0.0044,0.0108
-1.93E-04,0.004,-0.004,0.0044,0.002
-1.93E-04,0.004,0.012,0.0036,0.0076
-1.93E-04,-0.004,-0.012,0.0092,-0.0028
-1.93E-04,0.004,0.012,0.006,0.01
-1.93E-04,0.004,-0.004,0.006,-0.002
-1.93E-04,0.004,0.012,0.006,0.01
-1.93E-04,-0.004,-0.004,0.0108,0.002
-1.93E-04,0.004,0.004,0.0012,0.006
-1.93E-04,0.004,-0.004,0.0012,-0.0004
-1.93E-04,0.004,0.012,0.0044,0.0108
-1.93E-04,0.004,-0.004,0.0028,-0.0012
-1.93E-04,-0.004,0.012,0.0052,0.0084
-1.93E-04,0.004,-0.004,0.0044,0.0012
-1.93E-04,0.004,0.012,-0.0028,0.0052
-1.93E-04,0.004,-0.004,0.0004,-0.0068
-1.93E-04,0.004,0.012,-0.0012,0.01
-1.93E-04,0.004,-0.004,-0.0044,-0.002
-1.93E-04,0.004,0.012,-0.0084,0.0116
-1.93E-04,0.004,-0.004,0.0012,-0.0108
-1.93E-04,0.004,0.012,0.0012,0.0132
-1.93E-04,-0.004,-0.004,-0.0004,-0.0052
-1.93E-04,0.004,0.004,0.0012,0.014
-1.93E-04,0.004,-0.004,-0.0068,-0.0044
-1.93E-04,0.004,0.004,0.0036,0.0036
-1.93E-04,-0.004,-0.004,0.0036,-0.0076
-1.93E-04,0.004,0.012,-0.0004,0.0036
-1.93E-04,0.004,-0.004,0.0004,-0.006
-1.93E-04,-0.004,0.004,0.002,0.0052
-1.93E-04,-0.012,-0.004,0.002,-0.0044
-1.93E-04,-0.012,0.012,-0.0004,0.002
-1.93E-04,-0.004,-0.012,-0.0004,-0.006
-1.93E-04,-0.004,0.012,0.002,0.006
-1.93E-04,-0.012,-0.004,0.002,-0.0036
-1.93E-04,-0.004,0.012,0.0044,0.002
-1.93E-04,-0.004,-0.012,-0.0028,-0.0108
-1.93E-04,-0.004,0.012,-0.002,0.0052
-1.93E-04,-0.004,-0.004,0.0004,-0.0044
-1.93E-04,0.004,0.012,-0.0012,0.0044
-1.93E-04,0.004,-0.004,-0.0012,-0.0044
-1.93E-04,0.012,0.012,-0.002,0.0012
-1.93E-04,0.004,-0.004,-0.0012,-0.0068
-1.93E-04,0.004,0.012,-0.002,0.0076
-1.93E-04,0.004,-0.004,-0.0004,-0.002
-1.93E-04,0.004,0.012,-0.0028,0.0012
-1.93E-04,0.004,-0.012,-0.0028,-0.0028
-1.93E-04,0.004,0.012,0.0012,0.0052
-1.93E-04,0.004,-0.004,-0.0004,-0.0076
-1.93E-04,0.004,0.012,0.0028,0.0052
-1.93E-04,0.004,-0.004,-0.0012,-0.0012
-1.93E-04,-0.004,0.004,0.0036,0.0028
-1.93E-04,0.004,-0.004,0.0052,-0.0044
-1.93E-04,0.004,0.012,0.002,0.0092
-1.93E-04,0.004,-0.004,0.006,-0.0028
-1.93E-04,0.004,0.012,0.0044,0.0068
-1.92E-04,-0.004,-0.004,0.0036,-0.0004
-1.92E-04,0.004,0.012,0.0068,0.006
-1.92E-04,0.004,-0.012,0.0004,-0.0044
-1.92E-04,0.004,0.012,-0.0012,0.0092
-1.92E-04,-0.004,-0.004,0.0084,-0.0028
-1.92E-04,0.004,0.012,0.0132,0.0052
-1.92E-04,0.004,-0.004,0.0028,-0.002
-1.92E-04,0.004,0.02,0.0004,0.014
-1.92E-04,-0.004,-0.004,0.0012,-0.0036
-1.92E-04,0.004,0.012,-0.0132,0.0108
-1.92E-04,0.004,-0.004,-0.0044,-0.0132
-1.92E-04,0.012,0.012,-0.0068,0.014
-1.92E-04,0.012,-0.004,-0.006,-0.0132
-1.92E-04,0.012,0.02,0.0028,0.0156
-1.92E-04,-0.004,-0.004,0.0068,-0.0092
-1.92E-04,0.004,0.012,0.0036,0.0156
-1.92E-04,-0.004,-0.004,-0.0012,-0.0028
-1.92E-04,-0.012,0.02,0.006,0.0084
-1.92E-04,-0.004,-0.012,0.0036,-0.002
-1.92E-04,0.004,0.012,0.002,0.0084
-1.92E-04,0.004,-0.004,0.0004,-0.0004
-1.92E-04,0.004,0.012,-0.0068,0.0052
-1.92E-04,-0.004,-0.012,0.0028,-0.0084
-1.92E-04,-0.004,0.012,0.0012,0.0052
-1.92E-04,0.004,-0.004,-0.0004,-0.006
-1.92E-04,-0.004,0.012,-0.0004,0.0068
-1.92E-04,-0.004,-0.004,0.006,-0.002
-1.92E-04,0.004,0.004,0.0012,0.0012
-1.92E-04,0.004,-0.004,-0.002,-0.006
-1.92E-04,0.004,0.012,-0.0012,0.0084
-1.92E-04,0.004,-0.004,-0.0028,-0.0036
-1.92E-04,-0.004,0.012,0.0028,0.0028
-1.92E-04,0.004,-0.004,0.0036,-0.0036
-1.92E-04,0.004,0.012,-0.0036,0.0028
-1.92E-04,0.004,-0.004,-0.0028,-0.0084
-1.92E-04,-0.004,0.012,-0.0012,0.0052
-1.92E-04,0.012,-0.004,-0.0012,-0.0044
-1.92E-04,0.004,0.012,-0.0052,0.002
-1.92E-04,0.004,-0.004,-0.0012,-0.006
-1.92E-04,0.004,0.012,0.0004,0.006
-1.92E-04,-0.004,-0.004,-0.0004,-0.0068
-1.92E-04,0.004,0.012,0.0012,0.0028
-1.92E-04,0.012,-0.004,-0.0084,-0.0028
-1.92E-04,-0.004,0.012,0.002,0.0012
-1.92E-04,-0.004,-0.004,0.0076,-0.0092
-1.92E-04,0.004,0.012,-0.002,0.0076
-1.92E-04,0.004,-0.004,0.0004,-0.0044
-1.92E-04,-0.004,0.012,0.0028,0.0084
-1.92E-04,-0.004,-0.004,0.01,-0.0044
-1.92E-04,-0.004,0.012,0.0036,0.0028
-1.92E-04,0.004,-0.004,0.002,-0.0092
-1.92E-04,-0.004,0.012,0.0004,0.0108
-1.92E-04,-0.004,-0.004,0.002,-0.002
-1.92E-04,0.004,0.012,0.006,0.0028
-1.92E-04,0.004,-0.004,0.0028,-0.0052
-1.92E-04,0.004,0.012,0.002,0.006
-1.92E-04,0.004,-0.004,0.0004,-0.0012
-1.92E-04,0.012,0.012,0.002,0.006
-1.92E-04,0.012,-0.004,0.0052,-0.0004
-1.92E-04,0.012,0.012,-0.0004,0.0044
-1.92E-04,0.004,-0.012,-0.0004,-0.0028
-1.92E-04,0.004,0.02,-0.0004,0.01
-1.92E-04,0.004,-0.004,0.0028,-0.002
-1.91E-04,0.012,0.012,0.002,0.006
-1.91E-04,0.004,-0.012,-0.0012,-0.0004
-1.91E-04,0.012,0.02,-0.0004,0.0068
-1.91E-04,0.012,-0.004,0.0004,-0.0092
-1.91E-04,0.004,0.012,0.0004,0.0092
-1.91E-04,-0.004,-0.004,-0.0036,-0.0004
-1.91E-04,-0.004,0.012,-0.002,0.0036
-1.91E-04,-0.004,-0.004,0.0036,-0.0052
-1.91E-04,-0.004,0.02,0.0028,0.01
-1.91E-04,0.004,-0.004,0.0028,-0.0036
-1.91E-04,-0.004,0.012,0.002,0.0068
-1.91E-04,0.004,-0.004,-0.0052,-0.0012
-1.91E-04,-0.004,0.012,0.0044,0.0028
-1.91E-04,0.004,-0.004,0.0036,-0.0076
-1.91E-04,-0.004,0.012,0.0012,0.0052
-1.91E-04,-0.004,-0.004,0.002,-0.0028
-1.91E-04,-0.004,0.012,0.0068,0.0036
-1.91E-04,0.004,-0.004,0.0012,-0.0036
-1.91E-04,0.004,0.012,-0.0012,0.0068
-1.91E-04,0.004,-0.004,-0.0004,-0.0044
-1.91E-04,0.004,0.012,0.002,0.0068
-1.91E-04,0.004,-0.004,0.0068,-0.0036
-1.91E-04,0.004,0.012,0.006,0.0036
-1.91E-04,0.004,-0.004,-0.0028,-0.0084
-1.91E-04,0.004,0.012,-0.0004,0.0076
-1.91E-04,0.004,-0.004,0.0004,-0.0052
-1.91E-04,0.004,0.012,-0.002,0.0068
-1.91E-04,0.004,-0.004,-0.0044,-0.0028
-1.91E-04,-0.004,0.012,-0.0084,0.0068
-1.91E-04,0.004,-0.004,-0.0012,-0.0092
-1.91E-04,0.004,0.012,0.006,0.0108
-1.91E-04,0.004,-0.004,0.002,-0.0068
-1.91E-04,0.004,0.012,-0.0036,0.0068
-1.91E-04,0.004,-0.012,0.0084,-0.0108
-1.91E-04,-0.004,0.012,0.0156,0.0108
-1.91E-04,-0.004,-0.004,0.01,-0.014
-1.91E-04,-0.004,0.012,0.0028,0.0156
-1.91E-04,0.004,-0.004,-0.0036,-0.01
-1.91E-04,0.02,0.012,0.0004,0.014
-1.91E-04,0.012,-0.004,0.002,-0.0044
-1.91E-04,0.004,0.02,0.0012,0.0084
-1.91E-04,-0.004,-0.012,0.0012,-0.002
-1.91E-04,-0.004,0.02,0.0044,0.0044
-1.91E-04,0.004,-0.004,0.0076,-0.002
-1.91E-04,0.012,0.012,0.0036,0.0044
-1.91E-04,0.004,-0.004,0.0028,-0.0068
-1.91E-04,0.004,0.012,0.0004,0.0084
-1.91E-04,0.012,-0.004,0.0004,-0.0036
-1.91E-04,-0.004,0.012,0.0036,0.006
-1.91E-04,0.004,-0.004,-0.0036,-0.0004
-1.91E-04,0.004,0.012,-0.0004,0.0084
-1.91E-04,0.004,-0.004,0.0028,-0.0036
-1.91E-04,0.012,0.012,0.002,0.0076
-1.91E-04,-0.004,0.004,0.0012,0.0004
-1.91E-04,0.004,0.012,-0.0012,0.0044
-1.91E-04,0.004,-0.004,-0.0012,-0.0052
-1.91E-04,0.004,0.012,0.002,0.0068
-1.91E-04,0.004,-0.004,0.0036,-0.0028
-1.91E-04,-0.004,0.012,0.0004,0.0076
-1.91E-04,0.004,-0.004,0.0052,0.0004
-1.91E-04,0.004,0.012,0.0092,0.006
-1.91E-04,0.004,-0.004,0.0052,-0.0044
-1.90E-04,-0.004,0.012,0.002,0.0108
-1.90E-04,-0.004,-0.004,0.0036,0.0012
-1.90E-04,0.004,0.012,0.002,0.0076
-1.90E-04,0.012,-0.004,0.0084,-0.006
-1.90E-04,0.004,0.012,0.0092,0.0052
-1.90E-04,0.004,-0.004,0.0036,-0.0036
-1.90E-04,0.012,0.012,0.002,0.0108
-1.90E-04,0.004,0.004,0.0124,-0.0012
-1.90E-04,-0.004,0.012,0.0052,0.0068
-1.90E-04,0.004,-0.004,0.0004,-0.0068
-1.90E-04,0.004,0.012,0.0028,0.0124
-1.90E-04,0.012,-0.004,0.002,-0.0036
-1.90E-04,0.004,0.012,0.0044,0.0052
-1.90E-04,-0.004,-0.004,0.0012,-0.002
-1.90E-04,-0.004,0.012,-0.0036,0.006
-1.90E-04,-0.004,-0.004,0.0004,-0.0076
-1.90E-04,-0.004,0.012,0.0012,0.0092
-1.90E-04,-0.004,-0.004,0.0004,-0.0036
-1.90E-04,-0.004,0.012,-0.0028,0.006
-1.90E-04,-0.012,-0.004,0.002,-0.0036
-1.90E-04,-0.004,0.012,0.0012,0.006
-1.90E-04,-0.004,-0.012,0.0012,-0.006
-1.90E-04,-0.012,0.012,0.0012,0.0036
-1.90E-04,-0.004,-0.012,-0.0092,-0.0036
-1.90E-04,-0.004,0.012,0.002,0.002
-1.90E-04,-0.004,-0.012,0.0028,-0.01
-1.90E-04,-0.004,0.012,0.0012,0.0068
-1.90E-04,0.004,-0.012,0.0004,-0.0076
-1.90E-04,0.004,0.012,0.0028,0.006
-1.90E-04,0.004,-0.012,0.0004,-0.0044
-1.90E-04,0.004,0.012,-0.002,0.0028
-1.90E-04,0.004,-0.004,-0.002,-0.0068
-1.90E-04,0.004,0.012,-0.0012,0.0052
-1.90E-04,0.004,-0.004,0.002,-0.0052
-1.90E-04,0.004,0.012,0.006,0.0012
-1.90E-04,0.004,-0.004,-0.002,-0.0108
-1.90E-04,0.004,0.004,-0.002,0.006
-1.90E-04,-0.004,-0.004,-0.0004,-0.0068
-1.90E-04,0.004,0.012,-0.0004,0.0052
-1.90E-04,-0.004,-0.004,-0.002,-0.002
-1.90E-04,-0.004,0.012,-0.0036,0.0012
-1.90E-04,-0.004,-0.004,-0.0012,-0.0052
-1.90E-04,0.004,0.012,0.0036,0.0076
-1.90E-04,-0.004,-0.004,0.0028,-0.0036
-1.90E-04,0.004,0.012,-0.002,0.0068
-1.90E-04,0.004,-0.004,0.0028,-0.002
-1.90E-04,-0.004,0.012,0.0028,0.0052
-1.90E-04,0.004,-0.004,0.002,-0.006
-1.90E-04,-0.004,0.012,0.0052,0.0092
-1.90E-04,0.004,-0.004,0.0004,-0.0028
-1.90E-04,0.004,0.012,0.0044,0.006
-1.90E-04,0.004,-0.004,0.0084,-0.0012
-1.90E-04,0.004,0.012,0.0084,0.014
-1.90E-04,0.004,-0.004,0.014,-0.0052
-1.90E-04,0.004,0.012,0.0148,0.0108
-1.90E-04,0.004,-0.004,0.0108,-0.0124
-1.90E-04,0.012,0.012,0.0108,0.0156
-1.90E-04,0.004,0.004,-0.0036,-0.01
-1.90E-04,0.004,0.012,-0.006,0.0188
-1.90E-04,0.004,-0.004,-0.0004,-0.0108
-1.90E-04,-0.004,0.012,0.0132,0.0188
-1.90E-04,-0.004,-0.004,0.0044,-0.0044
-1.90E-04,-0.004,0.012,0.0028,0.0132
-1.89E-04,-0.004,-0.004,0.0036,-0.0036
-1.89E-04,0.004,0.012,0.002,0.0132
-1.89E-04,0.004,-0.004,0.0044,0.0004
-1.89E-04,-0.004,0.012,0.0004,0.0052
-1.89E-04,-0.004,-0.004,-0.0052,-0.0052
-1.89E-04,0.004,0.012,0.0036,0.0068
-1.89E-04,-0.004,-0.004,0.0036,-0.006
-1.89E-04,-0.004,0.012,0.0004,0.0092
-1.89E-04,0.004,-0.004,-0.002,-0.0004
-1.89E-04,-0.004,0.012,0.0044,0.0044
-1.89E-04,0.004,-0.004,0.0036,-0.0044
-1.89E-04,0.004,0.012,0.0012,0.0092
-1.89E-04,-0.004,-0.004,0.0012,-0.0044
-1.89E-04,0.004,0.004,-0.0076,0.0068
-1.89E-04,0.004,-0.004,0.0028,-0.0092
-1.89E-04,0.004,0.004,0.0044,0.0044
-1.89E-04,-0.004,-0.004,-0.0012,-0.0068
-1.89E-04,0.004,0.012,-0.002,0.0052
-1.89E-04,-0.004,-0.004,0.0044,-0.0028
-1.89E-04,-0.004,0.004,0.0028,0.002
-1.89E-04,-0.004,-0.004,-0.0012,-0.0052
-1.89E-04,-0.004,0.012,-0.0012,0.0076
-1.89E-04,0.004,-0.004,-0.002,-0.006
-1.89E-04,0.004,0.004,-0.0012,0.0052
-1.89E-04,-0.004,-0.004,0.0076,-0.0028
-1.89E-04,-0.004,0.004,-0.0052,0.002
-1.89E-04,0.004,-0.004,-0.002,-0.0084
-1.89E-04,-0.004,0.004,0.0036,0.0076
-1.89E-04,-0.004,-0.004,-0.0012,-0.0084
-1.89E-04,-0.004,0.004,-0.0084,0.01
-1.89E-04,-0.004,-0.004,-0.006,-0.0084
-1.89E-04,0.004,0.012,-0.0004,0.0108
-1.89E-04,-0.004,-0.004,-0.002,-0.0116
-1.89E-04,-0.004,0.012,0.0004,0.0108
-1.89E-04,0.004,-0.004,-0.0036,-0.0044
-1.89E-04,0.012,0.012,-0.0004,0.0036
-1.89E-04,-0.004,-0.012,0.0052,-0.0044
-1.89E-04,0.004,0.012,0.0004,0.0036
-1.89E-04,0.004,-0.004,-0.0004,-0.006
-1.89E-04,0.012,0.004,-0.0028,0.0052
-1.89E-04,0.004,-0.004,0.002,-0.0044
-1.89E-04,0.004,0.012,0.0036,0.0028
-1.89E-04,0.004,-0.004,-0.0012,-0.0036
-1.89E-04,0.004,0.012,0.0004,0.0092
-1.89E-04,0.012,-0.004,0.0004,-0.002
-1.89E-04,0.004,0.012,0.0044,0.0036
-1.89E-04,0.012,-0.012,0.0044,-0.0044
-1.89E-04,0.012,0.012,0.0012,0.0044
-1.89E-04,0.004,-0.004,0.0012,-0.006
-1.89E-04,0.004,0.012,0.0012,0.0084
-1.89E-04,-0.004,-0.004,0.0068,-0.0012
-1.89E-04,-0.004,0.02,-0.002,0.0044
-1.89E-04,0.004,-0.004,0.0028,-0.0028
-1.89E-04,0.004,0.012,0.006,0.01
-1.89E-04,-0.004,-0.004,0.0044,-0.0012
-1.89E-04,0.004,0.012,0.0044,0.0076
-1.89E-04,0.004,-0.004,0.0012,0.0004
-1.89E-04,0.004,0.004,0.002,0.0068
-1.89E-04,0.004,-0.004,0.0028,-0.0052
-1.89E-04,0.004,0.012,0.0044,0.0076
-1.89E-04,0.004,0.004,0.0004,0.0012
-1.89E-04,0.004,0.012,0.0012,0.0076
-1.88E-04,0.004,-0.004,0.0068,-0.002
-1.88E-04,0.004,0.012,0.0004,0.0092
